"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
8.195897292E0,2.814682245E0,-7.778085470E-1,-7.904718816E-2,2.921244724E0
8.205892292E0,2.828602076E0,-8.118499517E-1,-8.521623909E-2,2.944036660E0
8.215887292E0,2.836562872E0,-8.402422071E-1,-9.108264744E-2,2.959795929E0
8.225882292E0,2.833907843E0,-8.650707603E-1,-9.728732705E-2,2.964598776E0
8.235877292E0,2.824492931E0,-8.827242851E-1,-1.008948460E-1,2.960936043E0
8.245872292E0,2.812894344E0,-8.976948857E-1,-1.049334705E-1,2.954529021E0
8.255868292E0,2.800589800E0,-9.066857100E-1,-1.057228297E-1,2.945600027E0
8.265863292E0,2.787838697E0,-9.099678397E-1,-1.091507226E-1,2.934620921E0
8.275858292E0,2.777033091E0,-9.087926149E-1,-1.134147048E-1,2.924154527E0
8.285853292E0,2.766381502E0,-8.996210098E-1,-1.156636700E-1,2.911281962E0
8.295848292E0,2.748174191E0,-8.846934438E-1,-1.190999523E-1,2.889520491E0
8.305843292E0,2.728958607E0,-8.642939329E-1,-1.252945215E-1,2.865295412E0
8.315838292E0,2.702482939E0,-8.373344541E-1,-1.344669908E-1,2.832423767E0
8.325833292E0,2.662182570E0,-8.030917645E-1,-1.393513083E-1,2.784167955E0
8.335828292E0,2.609365463E0,-7.645789981E-1,-1.419830471E-1,2.722779527E0
8.345823292E0,2.537996769E0,-7.195023894E-1,-1.467435807E-1,2.642091022E0
8.355819292E0,2.450750828E0,-6.730414033E-1,-1.495366991E-1,2.545884046E0
8.365813667E0,2.343591452E0,-6.179733276E-1,-1.489850432E-1,2.428272734E0
8.375808667E0,2.220622778E0,-5.621953011E-1,-1.467698365E-1,2.295380244E0
8.385803667E0,2.076258183E0,-5.020113587E-1,-1.405823976E-1,2.140707092E0
8.395798667E0,1.918415308E0,-4.394651651E-1,-1.288967133E-1,1.972323829E0
8.405793667E0,1.746489167E0,-3.771932423E-1,-1.182577983E-1,1.790665815E0
8.415788667E0,1.565280795E0,-3.134992123E-1,-1.022735089E-1,1.599639208E0
8.425783667E0,1.379681826E0,-2.477503270E-1,-8.451621234E-2,1.404295252E0
8.435778667E0,1.177683234E0,-1.870342493E-1,-6.865149736E-2,1.194417280E0
8.445774667E0,9.688311219E-1,-1.308136135E-1,-5.042167008E-2,9.789220036E-1
8.455769667E0,7.516183853E-1,-8.026787639E-2,-3.317237645E-2,7.566198092E-1
8.465764667E0,5.277119279E-1,-4.007113352E-2,-1.367546804E-2,5.294077757E-1
8.475759667E0,3.009592295E-1,-3.436424071E-3,3.306977917E-3,3.009970148E-1
8.485754667E0,6.933460385E-2,2.919187956E-2,1.824074425E-2,7.740915885E-2
8.495749667E0,-1.645798981E-1,5.877347291E-2,3.336909413E-2,1.779167233E-1
8.505744667E0,-3.924728632E-1,9.112507105E-2,4.641228542E-2,4.055771532E-1
8.515739667E0,-6.086909175E-1,1.229543760E-1,5.916350335E-2,6.237970277E-1
8.525734667E0,-8.300061822E-1,1.615530998E-1,7.012774795E-2,8.484854551E-1
8.535729667E0,-1.043444514E0,2.008624226E-1,7.928316295E-2,1.065555248E0
8.545725667E0,-1.242958188E0,2.451812476E-1,8.776525408E-2,1.269945527E0
8.555720667E0,-1.441848636E0,2.908526063E-1,9.193816036E-2,1.473762312E0
8.565715667E0,-1.628055334E0,3.391184509E-1,9.714891016E-2,1.665834147E0
8.575710667E0,-1.804520130E0,3.942807913E-1,1.012613624E-1,1.849865970E0
8.585705667E0,-1.965557456E0,4.511913359E-1,1.031908691E-1,2.019316243E0
8.595700667E0,-2.110166788E0,5.106453300E-1,1.049839780E-1,2.173610858E0
8.605695667E0,-2.241651297E0,5.700109005E-1,1.065995470E-1,2.315443030E0
8.615690667E0,-2.359150410E0,6.249923706E-1,1.030708626E-1,2.442709504E0
8.625685667E0,-2.457744122E0,6.800943613E-1,1.035410091E-1,2.552205957E0
8.635681667E0,-2.543656588E0,7.272296548E-1,1.012781188E-1,2.647509974E0
8.645676667E0,-2.617117405E0,7.689320445E-1,9.856371582E-2,2.729519153E0
8.655671667E0,-2.676663160E0,8.033456802E-1,9.576233476E-2,2.796258282E0
8.665666667E0,-2.727401972E0,8.334190845E-1,9.313508123E-2,2.853416028E0
8.675661667E0,-2.764465332E0,8.538934588E-1,9.371777624E-2,2.894855028E0
8.685656667E0,-2.789720535E0,8.680211902E-1,9.350925684E-2,2.923139653E0
8.695651667E0,-2.809412241E0,8.736756444E-1,9.560357034E-2,2.943679044E0
8.705646667E0,-2.817759991E0,8.764519095E-1,9.631381184E-2,2.952493127E0
8.715641667E0,-2.817445755E0,8.677015901E-1,9.822888672E-2,2.949670413E0
8.725637667E0,-2.810326338E0,8.540422320E-1,1.018483266E-1,2.938995635E0
8.735632667E0,-2.795871973E0,8.352025151E-1,1.029500738E-1,2.919770890E0
8.745627667E0,-2.773073196E0,8.120002151E-1,1.023877636E-1,2.891325398E0
8.755622667E0,-2.748084307E0,7.857025266E-1,9.994777292E-2,2.859944995E0
8.765617667E0,-2.717978954E0,7.559220791E-1,9.328792989E-2,2.822681424E0
8.775612667E0,-2.685293913E0,7.259774804E-1,8.773310483E-2,2.783081709E0
8.785607667E0,-2.651043892E0,6.978287101E-1,7.744800299E-2,2.742443585E0
8.795602667E0,-2.607695580E0,6.667032838E-1,6.647657603E-2,2.692394592E0
8.805597667E0,-2.554367542E0,6.336004138E-1,5.468507856E-2,2.632343724E0
8.815593667E0,-2.485105515E0,5.968088508E-1,4.404575005E-2,2.556143629E0
8.825588667E0,-2.397356510E0,5.587546229E-1,3.183968365E-2,2.461816145E0
8.835583667E0,-2.291562796E0,5.149051547E-1,2.034814283E-2,2.348787221E0
8.845578667E0,-2.166444540E0,4.635106027E-1,8.563093841E-3,2.215490318E0
8.855573667E0,-2.026762247E0,4.089325666E-1,-1.211506547E-3,2.067605503E0
8.865568667E0,-1.870734811E0,3.559348881E-1,-7.319488097E-3,1.904308786E0
8.875563667E0,-1.704436183E0,3.050192595E-1,-1.386846788E-2,1.731569168E0
8.885558667E0,-1.525353670E0,2.560080290E-1,-1.740557700E-2,1.546785985E0
8.895553667E0,-1.336266279E0,2.097230852E-1,-1.882264391E-2,1.352754831E0
8.905548667E0,-1.131422281E0,1.641841233E-1,-1.969371922E-2,1.143442455E0
8.915544667E0,-9.184484482E-1,1.213234812E-1,-1.712882891E-2,9.265853095E-1
8.925539667E0,-6.985084414E-1,7.747929543E-2,-1.481306925E-2,7.029484412E-1
8.935534667E0,-4.705330729E-1,3.520001471E-2,-1.127426140E-2,4.719825450E-1
8.945529667E0,-2.366056293E-1,-1.814131625E-3,-8.979696780E-3,2.367829172E-1
8.955524667E0,-5.751382094E-3,-3.127721697E-2,-7.255565375E-3,3.261879713E-2
8.965519667E0,2.254214585E-1,-5.771050230E-2,-4.646949936E-3,2.327379001E-1
8.975514667E0,4.513126612E-1,-7.958278060E-2,-5.327165127E-7,4.582756126E-1
8.985509667E0,6.750499606E-1,-1.038324088E-1,4.977005534E-3,6.830068733E-1
8.995504667E0,8.976281881E-1,-1.327468753E-1,1.073076576E-2,9.074542668E-1
9.005500667E0,1.110705972E0,-1.704321802E-1,1.519373525E-2,1.123808584E0
9.015495667E0,1.316315770E0,-2.185581625E-1,1.808113605E-2,1.334459368E0
9.025490667E0,1.520543098E0,-2.732489407E-1,2.170213684E-2,1.545052517E0
9.035485667E0,1.712332487E0,-3.309732378E-1,2.205021307E-2,1.744165142E0
9.045480667E0,1.889297843E0,-3.874926865E-1,2.273669280E-2,1.928759674E0
9.055475667E0,2.048713446E0,-4.429855049E-1,1.903995872E-2,2.096145381E0
9.065470667E0,2.193198919E0,-4.908055961E-1,1.403166819E-2,2.247489382E0
9.075465667E0,2.316214561E0,-5.371291041E-1,5.449897610E-3,2.377685276E0
9.085460667E0,2.425709963E0,-5.812656879E-1,-4.973181989E-3,2.494386369E0
9.095456667E0,2.513236523E0,-6.221694350E-1,-1.796754263E-2,2.589165012E0
9.105451667E0,2.585363388E0,-6.590155959E-1,-3.327779099E-2,2.668241521E0
9.115446667E0,2.646100998E0,-6.902603507E-1,-4.836113751E-2,2.735077447E0
9.125441667E0,2.689028025E0,-7.181426883E-1,-6.478669494E-2,2.784025495E0
9.135436667E0,2.720442533E0,-7.396948338E-1,-8.025673032E-2,2.820354086E0
9.145431667E0,2.738237858E0,-7.602979541E-1,-9.605418146E-2,2.843453174E0
9.155426667E0,2.748693466E0,-7.758476138E-1,-1.071198806E-1,2.858099012E0
9.165421667E0,2.750526667E0,-7.884951234E-1,-1.176535711E-1,2.863732506E0
9.175416667E0,2.750277042E0,-7.995483279E-1,-1.286143512E-1,2.867026855E0
9.185412667E0,2.745511293E0,-8.055970669E-1,-1.353537887E-1,2.864461475E0
9.195407667E0,2.739840984E0,-8.100227118E-1,-1.384039074E-1,2.860423230E0
9.205402667E0,2.730297327E0,-8.125941753E-1,-1.397688985E-1,2.852081369E0
9.215397667E0,2.718036413E0,-8.097938895E-1,-1.400804818E-1,2.839561697E0
9.225392667E0,2.700632572E0,-8.022613525E-1,-1.392544061E-1,2.820714689E0
9.235387667E0,2.675926685E0,-7.902049422E-1,-1.373143047E-1,2.793539456E0
9.245382667E0,2.643886328E0,-7.764700055E-1,-1.346817464E-1,2.758836667E0
9.255377667E0,2.598846436E0,-7.526704073E-1,-1.282326281E-1,2.708682179E0
9.265372667E0,2.542090416E0,-7.262672782E-1,-1.243658438E-1,2.646725280E0
9.275368667E0,2.470438957E0,-6.931005120E-1,-1.180094108E-1,2.568537168E0
9.285363667E0,2.381709576E0,-6.535630822E-1,-1.115606874E-1,2.472272435E0
9.295358667E0,2.274226189E0,-6.110656857E-1,-1.060761735E-1,2.357277706E0
9.305353667E0,2.152532339E0,-5.646604300E-1,-9.721352905E-2,2.227484532E0
9.315348667E0,2.015717745E0,-5.152252316E-1,-8.651321381E-2,2.082320725E0
9.325343667E0,1.864125490E0,-4.609635770E-1,-7.923281193E-2,1.921907672E0
9.335338667E0,1.702639103E0,-4.021963775E-1,-7.021774352E-2,1.750906158E0
9.345333667E0,1.527243137E0,-3.428900838E-1,-6.034370512E-2,1.566424774E0
9.355328667E0,1.349034190E0,-2.805814445E-1,-5.048814416E-2,1.378828577E0
9.365324792E0,1.160646558E0,-2.170361727E-1,-4.005345702E-2,1.181443783E0
9.375319792E0,9.636954665E-1,-1.585068107E-1,-2.961440198E-2,9.770928175E-1
9.385314792E0,7.655705810E-1,-1.023346186E-1,-1.999655552E-2,7.726386936E-1
9.395309792E0,5.558210611E-1,-5.388373509E-2,-1.176472381E-2,5.585507297E-1
9.405304792E0,3.439211845E-1,-1.134658419E-2,-5.998311099E-3,3.441605815E-1
9.415299792E0,1.309253126E-1,2.933320031E-2,7.850262336E-4,1.341733595E-1
9.425294792E0,-8.601063490E-2,6.534132361E-2,5.528206937E-3,1.081567333E-1
9.435289792E0,-2.978696227E-1,1.003166139E-1,1.103269495E-2,3.145019166E-1
9.445284792E0,-5.102536082E-1,1.367789656E-1,1.711614244E-2,5.285453552E-1
9.455280792E0,-7.165756226E-1,1.745250225E-1,2.350160293E-2,7.378969655E-1
9.465275792E0,-9.180843234E-1,2.110297084E-1,3.180303797E-2,9.425623565E-1
9.475270792E0,-1.116733193E0,2.520016432E-1,3.754747659E-2,1.145429032E0
9.485265792E0,-1.304288626E0,2.953676879E-1,4.514728487E-2,1.338076667E0
9.495260792E0,-1.488251567E0,3.408835232E-1,5.564892665E-2,1.527805978E0
9.505255792E0,-1.660938978E0,3.855071664E-1,6.377834082E-2,1.706283019E0
9.515250792E0,-1.823393345E0,4.313023388E-1,7.525736094E-2,1.875219632E0
9.525245792E0,-1.974686742E0,4.796683490E-1,8.318028599E-2,2.033811302E0
9.535240792E0,-2.112226963E0,5.267719626E-1,9.305475652E-2,2.178910423E0
9.545236792E0,-2.234288454E0,5.730844140E-1,1.022274643E-1,2.308878753E0
9.555231792E0,-2.343056679E0,6.152880788E-1,1.088227779E-1,2.424940498E0
9.565226792E0,-2.438780546E0,6.556577086E-1,1.111655384E-1,2.527824234E0
9.575221792E0,-2.519822359E0,6.917121410E-1,1.156710759E-1,2.615597485E0
9.585216792E0,-2.587548971E0,7.209729552E-1,1.179005429E-1,2.688700842E0
9.595211792E0,-2.643533945E0,7.461693883E-1,1.176771000E-1,2.749343262E0
9.605206792E0,-2.684927702E0,7.689142227E-1,1.158969775E-1,2.795263486E0
9.615201792E0,-2.718991518E0,7.824787498E-1,1.145600677E-1,2.831662388E0
9.625196792E0,-2.739706755E0,7.937816978E-1,1.123719960E-1,2.854594534E0
9.635192792E0,-2.748835564E0,7.992161512E-1,1.076488793E-1,2.864687015E0
9.645187792E0,-2.749211550E0,7.990316749E-1,1.023429111E-1,2.864801884E0
9.655182792E0,-2.738088608E0,7.939903140E-1,9.512414038E-2,2.852472339E0
9.665177792E0,-2.720139742E0,7.844676375E-1,8.855104446E-2,2.832382562E0
9.675172792E0,-2.694670916E0,7.691965699E-1,8.224520832E-2,2.803511901E0
9.685167792E0,-2.662976027E0,7.529806495E-1,7.294380665E-2,2.768346433E0
9.695162792E0,-2.628937721E0,7.315443754E-1,6.289570034E-2,2.729546956E0
9.705157792E0,-2.591559649E0,7.092558146E-1,5.227196217E-2,2.687370012E0
9.715153792E0,-2.552341461E0,6.833299398E-1,4.253092036E-2,2.642573674E0
9.725148792E0,-2.507642984E0,6.568030715E-1,3.327638283E-2,2.592444971E0
9.735143792E0,-2.453754902E0,6.268798113E-1,2.607280016E-2,2.532700378E0
9.745138792E0,-2.388751268E0,5.922395587E-1,1.913385466E-2,2.461147379E0
9.755133792E0,-2.310323238E0,5.546525121E-1,1.537373848E-2,2.376019618E0
9.765128792E0,-2.213007689E0,5.094326735E-1,1.166635938E-2,2.270916287E0
9.775123792E0,-2.101340532E0,4.627138972E-1,7.778410334E-3,2.151696235E0
9.785118792E0,-1.975687742E0,4.107424021E-1,8.742188103E-3,2.017951387E0
9.795113792E0,-1.836463809E0,3.562583923E-1,6.860665046E-3,1.870712814E0
9.805108792E0,-1.682382464E0,3.036796749E-1,9.654456750E-3,1.709597997E0
9.815104792E0,-1.517416596E0,2.512966096E-1,1.005792618E-2,1.538117120E0
9.825099792E0,-1.339697123E0,2.030041367E-1,1.212863065E-2,1.355044709E0
9.835094792E0,-1.151197553E0,1.567202657E-1,1.462800801E-2,1.161908355E0
9.845089792E0,-9.502944946E-1,1.124914065E-1,1.700670458E-2,9.570805458E-1
9.855084792E0,-7.418563366E-1,7.111919671E-2,2.017853037E-2,7.455306415E-1
9.865079792E0,-5.246897936E-1,3.233977780E-2,1.879975200E-2,5.260215503E-1
9.875074792E0,-3.033667207E-1,-2.201418392E-3,1.813422702E-2,3.039162116E-1
9.885069792E0,-7.863415778E-2,-2.946266159E-2,1.683390513E-2,8.564321082E-2
9.895065792E0,1.463968158E-1,-5.391953140E-2,1.338883862E-2,1.565841772E-1
9.905060792E0,3.717884719E-1,-7.195096463E-2,1.050023176E-2,3.788322373E-1
9.915055792E0,5.915719867E-1,-8.809132129E-2,5.789099727E-3,5.981229054E-1
9.925050792E0,8.081526756E-1,-1.090506986E-1,3.129543504E-3,8.154830446E-1
9.935045792E0,1.019851804E0,-1.367491633E-1,-5.682557239E-4,1.028979280E0
9.945040792E0,1.225581408E0,-1.747346073E-1,-2.785480116E-3,1.237978081E0
9.955035792E0,1.421506166E0,-2.179925889E-1,-4.759681411E-3,1.438131845E0
9.965030792E0,1.610194206E0,-2.690087259E-1,-6.932610180E-3,1.632525386E0
9.975025792E0,1.789610505E0,-3.207094669E-1,-1.022640802E-2,1.818148757E0
9.985021792E0,1.950243592E0,-3.751580119E-1,-1.315861568E-2,1.986042989E0
9.995016792E0,2.093887091E0,-4.237132967E-1,-1.606572233E-2,2.136388123E0
1.000501179E1,2.220116615E0,-4.742745161E-1,-2.116625383E-2,2.270308814E0
1.001500679E1,2.326865196E0,-5.221565366E-1,-2.530826814E-2,2.384866788E0
1.002500179E1,2.414847612E0,-5.672853589E-1,-2.979303151E-2,2.480763853E0
1.003499679E1,2.488265038E0,-6.084403992E-1,-3.678814694E-2,2.561838399E0
1.004499179E1,2.545348644E0,-6.457058787E-1,-4.188495502E-2,2.626307322E0
1.005498679E1,2.588522673E0,-6.813275218E-1,-4.864299297E-2,2.677129612E0
1.006498179E1,2.620586872E0,-7.114131451E-1,-5.693957955E-2,2.716031357E0
1.007497779E1,2.641774654E0,-7.368633747E-1,-6.317563355E-2,2.743343237E0
1.008497279E1,2.651186705E0,-7.556270361E-1,-7.071563601E-2,2.757673632E0
1.009496779E1,2.655813932E0,-7.724605799E-1,-7.818260789E-2,2.766975878E0
1.010496279E1,2.653314829E0,-7.835165858E-1,-8.511851728E-2,2.767891433E0
1.011495779E1,2.649601936E0,-7.886738181E-1,-9.050609171E-2,2.765969661E0
1.012495279E1,2.642873049E0,-7.936314344E-1,-9.613312781E-2,2.761135705E0
1.013494779E1,2.635293961E0,-7.927232981E-1,-1.030925065E-1,2.753872283E0
1.014494279E1,2.622969151E0,-7.864928246E-1,-1.088602617E-1,2.740508837E0
1.015493779E1,2.607433558E0,-7.772953510E-1,-1.148640886E-1,2.723250187E0
1.016493379E1,2.586880207E0,-7.623289824E-1,-1.207094491E-1,2.699567642E0
1.017492879E1,2.558515072E0,-7.425113320E-1,-1.225805879E-1,2.666898658E0
1.018492379E1,2.519330025E0,-7.173584104E-1,-1.287108213E-1,2.622630995E0
1.019491879E1,2.468784571E0,-6.903374195E-1,-1.300112456E-1,2.566781240E0
1.020491379E1,2.402907133E0,-6.573395133E-1,-1.298584193E-1,2.494578348E0
1.021490879E1,2.319759369E0,-6.179138422E-1,-1.296493709E-1,2.404144340E0
1.022490379E1,2.222602844E0,-5.807571411E-1,-1.257624924E-1,2.300664788E0
1.023489879E1,2.110106945E0,-5.372874737E-1,-1.194880754E-1,2.180712395E0
1.024489479E1,1.977165580E0,-4.921833277E-1,-1.102193892E-1,2.040484372E0
1.025488979E1,1.836380124E0,-4.443585575E-1,-1.012586504E-1,1.892088741E0
1.026488479E1,1.678017974E0,-3.947767019E-1,-9.014850110E-2,1.726186467E0
1.027487979E1,1.510549903E0,-3.413350582E-1,-7.689741254E-2,1.550543080E0
1.028487479E1,1.334274411E0,-2.878727615E-1,-6.116905808E-2,1.366345705E0
1.029486979E1,1.152909160E0,-2.339970320E-1,-4.358207434E-2,1.177222808E0
1.030486479E1,9.630361199E-1,-1.813481450E-1,-3.012585826E-2,9.804250534E-1
1.031485979E1,7.695190907E-1,-1.297406107E-1,-1.510882471E-2,7.805258058E-1
1.032485479E1,5.685530305E-1,-8.621346951E-2,-8.362217341E-4,5.750530498E-1
1.033485079E1,3.634995222E-1,-4.325908050E-2,9.843586944E-3,3.661968690E-1
1.034484579E1,1.558117270E-1,-4.663520958E-3,1.906226203E-2,1.570427093E-1
1.035484079E1,-5.202109367E-2,3.104653955E-2,2.770927921E-2,6.661745986E-2
1.036483579E1,-2.616781294E-1,6.361621618E-2,3.475994244E-2,2.715340126E-1
1.037483079E1,-4.659982324E-1,9.932415187E-2,4.106231406E-2,4.782319033E-1
1.038482579E1,-6.631383300E-1,1.338859200E-1,4.752208292E-2,6.781859868E-1
1.039482079E1,-8.558305502E-1,1.753239036E-1,4.942837358E-2,8.750014662E-1
1.040481579E1,-1.044582844E0,2.175398469E-1,5.305028334E-2,1.068312330E0
1.041481179E1,-1.225723863E0,2.635299563E-1,5.636378750E-2,1.254999563E0
1.042480679E1,-1.401683092E0,3.125720024E-1,6.149913743E-2,1.437427873E0
1.043480179E1,-1.564320683E0,3.616276979E-1,6.315802038E-2,1.606817578E0
1.044479679E1,-1.720249176E0,4.124316871E-1,6.568735838E-2,1.770218052E0
1.045479179E1,-1.867533207E0,4.609414339E-1,6.894893199E-2,1.924812001E0
1.046478679E1,-2.001235962E0,5.105440617E-1,7.179163396E-2,2.066580425E0
1.047478179E1,-2.119725943E0,5.567605495E-1,7.488889247E-2,2.192904177E0
1.048477679E1,-2.227671385E0,6.016528606E-1,7.761603594E-2,2.308794104E0
1.049477179E1,-2.322788239E0,6.424019337E-1,8.096735924E-2,2.411344264E0
1.050476779E1,-2.403393984E0,6.764760613E-1,8.236625791E-2,2.498140649E0
1.051476279E1,-2.475606680E0,7.053809762E-1,8.759005368E-2,2.575628617E0
1.052475779E1,-2.531520605E0,7.290881872E-1,8.829796314E-2,2.635898839E0
1.053475279E1,-2.579247475E0,7.477412224E-1,9.299151599E-2,2.687058223E0
1.054474779E1,-2.617737532E0,7.602866292E-1,9.518400580E-2,2.727571363E0
1.055474279E1,-2.643184185E0,7.660755515E-1,9.901922941E-2,2.753742761E0
1.056473779E1,-2.657198668E0,7.661539912E-1,1.010091752E-1,2.767291013E0
1.057473279E1,-2.664591074E0,7.626282573E-1,1.013231650E-1,2.773429976E0
1.058472879E1,-2.660118580E0,7.562930584E-1,1.020551398E-1,2.767422140E0
1.059472379E1,-2.646082878E0,7.409271002E-1,1.011872217E-1,2.749721153E0
1.060471879E1,-2.623845339E0,7.246688008E-1,9.950618446E-2,2.723896238E0
1.061471379E1,-2.595188379E0,7.047898769E-1,9.273616225E-2,2.690786407E0
1.062470879E1,-2.564627647E0,6.827297807E-1,8.481757343E-2,2.655302044E0
1.063470379E1,-2.526692390E0,6.602902412E-1,7.570716739E-2,2.612640276E0
1.064469879E1,-2.488085985E0,6.374620795E-1,6.723769009E-2,2.569328838E0
1.065469379E1,-2.440473795E0,6.148121953E-1,5.443560705E-2,2.517313968E0
1.066468879E1,-2.388749123E0,5.884956121E-1,4.287935421E-2,2.460546300E0
1.067468479E1,-2.325553894E0,5.612261891E-1,3.268850222E-2,2.392539297E0
1.068467979E1,-2.245661736E0,5.304034352E-1,2.165551856E-2,2.307551385E0
1.069467479E1,-2.151436090E0,4.944936335E-1,1.303779613E-2,2.207571333E0
1.070466979E1,-2.041894674E0,4.530983567E-1,4.653125070E-3,2.091567267E0
1.071466479E1,-1.918290019E0,4.083351493E-1,-8.854506887E-4,1.961268716E0
1.072465979E1,-1.778217554E0,3.592794836E-1,-5.054160487E-3,1.814156818E0
1.073465479E1,-1.629377484E0,3.102813065E-1,-7.327434607E-3,1.658673918E0
1.074464979E1,-1.468540668E0,2.650382817E-1,-1.016109157E-2,1.492300316E0
1.075464579E1,-1.299568415E0,2.177152485E-1,-7.229483686E-3,1.317698850E0
1.076464079E1,-1.119996071E0,1.758020073E-1,-5.995037034E-3,1.133725489E0
1.077463579E1,-9.264050126E-1,1.298552901E-1,-2.075130120E-3,9.354640292E-1
1.078463079E1,-7.298924327E-1,9.030045569E-2,5.205890047E-4,7.354572772E-1
1.079462579E1,-5.252152085E-1,4.941160977E-2,5.618145689E-3,5.275642956E-1
1.080462079E1,-3.118220568E-1,1.207750291E-2,8.550726809E-3,3.121729907E-1
1.081461579E1,-9.713213146E-2,-2.104316652E-2,9.098805487E-3,9.980107254E-2
1.082461079E1,1.168000177E-1,-4.912892729E-2,1.269614417E-2,1.273463297E-1
1.083460579E1,3.291447461E-1,-7.070612162E-2,1.360055339E-2,3.369281742E-1
1.084460179E1,5.376503468E-1,-9.293726087E-2,1.410259865E-2,5.458059299E-1
1.085459679E1,7.398077250E-1,-1.148518771E-1,1.404321007E-2,7.488014659E-1
1.086459179E1,9.403018355E-1,-1.426204294E-1,1.565083675E-2,9.511850911E-1
1.087458679E1,1.137969136E0,-1.775784194E-1,1.299779583E-2,1.151814565E0
1.088458179E1,1.327268124E0,-2.218271345E-1,1.384242810E-2,1.345748700E0
1.089457679E1,1.511229157E0,-2.694140971E-1,1.141122822E-2,1.535098609E0
1.090457179E1,1.683463573E0,-3.188109696E-1,7.056336384E-3,1.713400079E0
1.091456679E1,1.840490222E0,-3.670972884E-1,1.160630141E-3,1.876743462E0
1.092456279E1,1.982447386E0,-4.106020331E-1,-3.659995506E-3,2.024525886E0
1.093455779E1,2.107407331E0,-4.538909197E-1,-1.056024618E-2,2.155758369E0
1.094455279E1,2.215151072E0,-4.943977594E-1,-1.829068735E-2,2.269726407E0
1.095454779E1,2.307308674E0,-5.313739181E-1,-2.955159731E-2,2.367890381E0
1.096454279E1,2.386303902E0,-5.666577816E-1,-3.986847401E-2,2.452985293E0
1.097453779E1,2.448401690E0,-5.994902849E-1,-5.003189296E-2,2.521222447E0
1.098453279E1,2.499653816E0,-6.311875582E-1,-5.954005942E-2,2.578800487E0
1.099452779E1,2.536624908E0,-6.567571163E-1,-7.040069252E-2,2.621211951E0
1.100452379E1,2.562105179E0,-6.788273454E-1,-7.909078896E-2,2.651687173E0
1.101451879E1,2.576572657E0,-6.983121037E-1,-8.810745180E-2,2.670979104E0
1.102451379E1,2.584965467E0,-7.152858973E-1,-9.222529083E-2,2.683688858E0
1.103450879E1,2.587578773E0,-7.290744185E-1,-9.767677635E-2,2.690103004E0
1.104450379E1,2.584156513E0,-7.410171032E-1,-9.951085597E-2,2.690143796E0
1.105449879E1,2.575296640E0,-7.490752935E-1,-1.028603092E-1,2.683998291E0
1.106449379E1,2.567404985E0,-7.516216040E-1,-1.035349444E-1,2.677166950E0
1.107448879E1,2.553787470E0,-7.522817850E-1,-1.040638462E-1,2.664317475E0
1.108448479E1,2.535709143E0,-7.482193708E-1,-1.040777639E-1,2.645843016E0
1.109447979E1,2.511425972E0,-7.379177809E-1,-1.058708727E-1,2.619731228E0
1.110447479E1,2.477890491E0,-7.248293757E-1,-1.054225415E-1,2.583879414E0
1.111446979E1,2.437443972E0,-7.070157528E-1,-1.070963368E-1,2.540172044E0
1.112446479E1,2.385546207E0,-6.808594465E-1,-1.038642749E-1,2.482979678E0
1.113445979E1,2.318738461E0,-6.526491046E-1,-1.028924882E-1,2.411034169E0
1.114445479E1,2.238723040E0,-6.189959049E-1,-1.006114483E-1,2.324899878E0
1.115444979E1,2.143723011E0,-5.814487934E-1,-9.960664809E-2,2.223410113E0
1.116444479E1,2.034026384E0,-5.400250554E-1,-9.523294866E-2,2.106646555E0
1.117444079E1,1.909026980E0,-4.940356612E-1,-9.070983529E-2,1.974001905E0
1.118443579E1,1.774104714E0,-4.478413761E-1,-8.582022041E-2,1.831768147E0
1.119443079E1,1.624931812E0,-3.969789743E-1,-7.738785446E-2,1.674510251E0
1.120442579E1,1.463614583E0,-3.472024798E-1,-7.029563934E-2,1.505874725E0
1.121442079E1,1.300652742E0,-2.939674854E-1,-5.986323580E-2,1.334802624E0
1.122441579E1,1.130795836E0,-2.397193015E-1,-4.960304871E-2,1.156989641E0
1.123441079E1,9.475876689E-1,-1.854116023E-1,-4.007132724E-2,9.663878951E-1
1.124440579E1,7.631245852E-1,-1.362982541E-1,-3.104830906E-2,7.758223663E-1
1.125440179E1,5.730723739E-1,-8.998107910E-2,-2.127424255E-2,5.804835344E-1
1.126439679E1,3.760625422E-1,-4.557463527E-2,-1.066908520E-2,3.789642627E-1
1.127439179E1,1.805215329E-1,-6.169437431E-3,-2.947516274E-3,1.806509719E-1
1.128438679E1,-2.297851630E-2,3.108820692E-2,4.894583486E-3,3.896723968E-2
1.129438179E1,-2.158651501E-1,6.583286822E-2,1.423402224E-2,2.261290272E-1
1.130437679E1,-4.107693732E-1,1.013208255E-1,2.138434350E-2,4.236209128E-1
1.131437179E1,-6.089287996E-1,1.370841414E-1,2.895917371E-2,6.248399624E-1
1.132436679E1,-7.937107086E-1,1.760433912E-1,3.468615562E-2,8.137389593E-1
1.133436279E1,-9.763124585E-1,2.132203281E-1,4.278802127E-2,1.000239841E0
1.134435779E1,-1.156138539E0,2.561763525E-1,4.983353242E-2,1.185228259E0
1.135435279E1,-1.327096701E0,2.981901169E-1,5.907709897E-2,1.361467261E0
