"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.198422571E1,-1.000335813E0,2.107041478E-1,1.844225079E-2,1.022452000E0
3.199422071E1,-9.325600863E-1,1.917022020E-1,1.648263074E-2,9.522025655E-1
3.200421571E1,-8.588139415E-1,1.748792827E-1,1.650979556E-2,8.765938187E-1
3.201421071E1,-7.823383212E-1,1.567117572E-1,1.220539212E-2,7.979729289E-1
3.202420571E1,-7.027574778E-1,1.367415190E-1,1.138780173E-2,7.160279307E-1
3.203420071E1,-6.166511774E-1,1.183896735E-1,9.415320121E-3,6.279836285E-1
3.204419571E1,-5.311802030E-1,9.936990589E-2,7.752709091E-3,5.404506367E-1
3.205419071E1,-4.379158616E-1,8.149882406E-2,6.721763872E-3,4.454857375E-1
3.206418571E1,-3.467260301E-1,6.101325899E-2,2.907584421E-3,3.520653516E-1
3.207418071E1,-2.505615056E-1,4.209462926E-2,2.180455253E-3,2.540822313E-1
3.208417571E1,-1.553974450E-1,2.395557612E-2,-6.243859534E-4,1.572343009E-1
3.209417071E1,-5.816387385E-2,3.418749664E-3,-2.381033031E-3,5.831289213E-2
3.210416571E1,3.764068335E-2,-1.528463140E-2,-4.391719587E-3,4.086230783E-2
3.211416071E1,1.363558024E-1,-3.722560778E-2,-4.184284247E-3,1.414077755E-1
3.212415671E1,2.342576087E-1,-5.817030370E-2,-6.481793243E-3,2.414589511E-1
3.213415171E1,3.288261592E-1,-7.972659171E-2,-7.042682264E-3,3.384266121E-1
3.214414671E1,4.226836562E-1,-1.005290747E-1,-6.616043858E-3,4.345242687E-1
3.215414171E1,5.139586926E-1,-1.187535301E-1,-7.869584486E-3,5.275584033E-1
3.216413671E1,6.028555632E-1,-1.403546929E-1,-1.096737385E-2,6.190755634E-1
3.217413171E1,6.877762675E-1,-1.583975405E-1,-1.229954697E-2,7.058875646E-1
3.218412671E1,7.677893043E-1,-1.779012084E-1,-1.323751174E-2,7.882413890E-1
3.219412171E1,8.441050649E-1,-1.946686953E-1,-1.580088213E-2,8.664057533E-1
3.220411671E1,9.160599709E-1,-2.107073218E-1,-1.817375794E-2,9.401562270E-1
3.221411171E1,9.834892154E-1,-2.262556255E-1,-2.033528313E-2,1.009384054E0
3.222410671E1,1.046008468E0,-2.420417815E-1,-2.214543521E-2,1.073875393E0
3.223410171E1,1.102436066E0,-2.574483454E-1,-2.650063857E-2,1.132407706E0
3.224409671E1,1.153854966E0,-2.717234194E-1,-2.799280733E-2,1.185748075E0
3.225409171E1,1.200312495E0,-2.841653526E-1,-2.856428549E-2,1.233821686E0
3.226408671E1,1.239834070E0,-2.968771458E-1,-3.065220453E-2,1.275250610E0
3.227408171E1,1.274887085E0,-3.061828315E-1,-3.259509057E-2,1.311543917E0
3.228407671E1,1.303466558E0,-3.152836561E-1,-3.451656550E-2,1.341499253E0
3.229407171E1,1.325626850E0,-3.228244185E-1,-3.530380875E-2,1.364825450E0
3.230406671E1,1.341651917E0,-3.290753961E-1,-3.714432195E-2,1.381919022E0
3.231406171E1,1.352276564E0,-3.339879811E-1,-3.807435185E-2,1.393430850E0
3.232405771E1,1.356681705E0,-3.398053944E-1,-3.797820956E-2,1.399105178E0
3.233405271E1,1.358019829E0,-3.384638131E-1,-3.877761960E-2,1.400099751E0
3.234404771E1,1.352375984E0,-3.401519954E-1,-3.917336464E-2,1.395047933E0
3.235404271E1,1.337728143E0,-3.353816867E-1,-3.900767490E-2,1.379680781E0
3.236403771E1,1.319081426E0,-3.325220048E-1,-3.952033445E-2,1.360921948E0
3.237403271E1,1.296457529E0,-3.254156709E-1,-4.148367420E-2,1.337317606E0
3.238402817E1,1.265150785E0,-3.181985021E-1,-4.120111465E-2,1.305202792E0
3.239402317E1,1.230495334E0,-3.102827370E-1,-3.926464543E-2,1.269620359E0
3.240401817E1,1.190761209E0,-2.988564372E-1,-4.046253487E-2,1.228358515E0
3.241401317E1,1.145368576E0,-2.874023318E-1,-3.899845108E-2,1.181520273E0
3.242400817E1,1.095083356E0,-2.738308609E-1,-3.615259752E-2,1.129379434E0
3.243400317E1,1.039977551E0,-2.590753436E-1,-3.573467955E-2,1.072357360E0
3.244399817E1,9.780814648E-1,-2.423898429E-1,-3.239720315E-2,1.008189350E0
3.245399317E1,9.138114452E-1,-2.252880931E-1,-3.102426790E-2,9.416839106E-1
3.246398817E1,8.448444009E-1,-2.081336081E-1,-2.839386277E-2,8.705675574E-1
3.247398317E1,7.682898641E-1,-1.880741715E-1,-2.583122253E-2,7.913965259E-1
3.248397817E1,6.909995675E-1,-1.676059067E-1,-2.340934239E-2,7.114212111E-1
3.249397317E1,6.078003049E-1,-1.474113464E-1,-2.172248811E-2,6.257980362E-1
3.250396817E1,5.195537806E-1,-1.253017783E-1,-1.594129764E-2,5.346875644E-1
3.251396417E1,4.293326139E-1,-1.037513465E-1,-1.346293651E-2,4.418960126E-1
3.252395917E1,3.377465010E-1,-8.123805374E-2,-1.034091227E-2,3.475330988E-1
3.253395417E1,2.461384088E-1,-5.881955475E-2,-5.546036642E-3,2.531296403E-1
3.254394917E1,1.524561197E-1,-3.501249477E-2,-2.190986415E-3,1.564402238E-1
3.255394417E1,5.564009398E-2,-1.300235279E-2,1.586167025E-3,5.716115081E-2
3.256393917E1,-3.602724150E-2,1.239887811E-2,5.846425891E-3,3.854704923E-2
3.257393417E1,-1.290264130E-1,3.692018986E-2,8.811880834E-3,1.344937356E-1
3.258392917E1,-2.212133408E-1,5.833280087E-2,1.192964334E-2,2.290859537E-1
3.259392417E1,-3.125756979E-1,8.210571855E-2,1.346525643E-2,3.234597797E-1
3.260391917E1,-4.009146094E-1,1.059482023E-1,1.624932513E-2,4.149958870E-1
3.261391417E1,-4.889472127E-1,1.271366030E-1,1.878818683E-2,5.055552280E-1
3.262390917E1,-5.744584203E-1,1.491809189E-1,1.998580992E-2,5.938491861E-1
3.263390417E1,-6.563904285E-1,1.693532169E-1,1.919549517E-2,6.781573370E-1
3.264389917E1,-7.373731732E-1,1.888949722E-1,2.183202468E-2,7.614966477E-1
3.265389417E1,-8.115069866E-1,2.092042416E-1,2.217324637E-2,8.383326648E-1
3.266388917E1,-8.827688694E-1,2.282921821E-1,2.323132008E-2,9.121062939E-1
3.267388417E1,-9.486293793E-1,2.469249964E-1,2.787797526E-2,9.806359337E-1
3.268387917E1,-1.011425495E0,2.631425858E-1,2.664413303E-2,1.045435537E0
3.269387417E1,-1.067090511E0,2.791896164E-1,3.019090556E-2,1.103422173E0
3.270386917E1,-1.118489027E0,2.921259105E-1,2.975547872E-2,1.156391214E0
3.271386517E1,-1.165495753E0,3.048180044E-1,3.495336324E-2,1.205203760E0
3.272386017E1,-1.203472137E0,3.113986850E-1,3.651557118E-2,1.243642920E0
3.273385517E1,-1.241679311E0,3.230572343E-1,3.668891266E-2,1.283541804E0
3.274385017E1,-1.270073056E0,3.290674686E-1,3.794219717E-2,1.312558790E0
3.275384517E1,-1.293394089E0,3.346280754E-1,3.803280741E-2,1.336521871E0
3.276384017E1,-1.312203526E0,3.379200101E-1,4.079717025E-2,1.355629904E0
3.277383517E1,-1.325447440E0,3.397118449E-1,3.927484155E-2,1.368852646E0
3.278383017E1,-1.334654689E0,3.392639160E-1,3.763886169E-2,1.377613816E0
3.279382517E1,-1.335294962E0,3.376727700E-1,3.768445551E-2,1.377844568E0
3.280382017E1,-1.332623482E0,3.363910019E-1,3.555765748E-2,1.374884940E0
3.281381517E1,-1.324642062E0,3.312517703E-1,3.464440256E-2,1.365871357E0
3.282381017E1,-1.309023142E0,3.243232965E-1,3.425105661E-2,1.349036813E0
3.283380517E1,-1.289656281E0,3.156784177E-1,3.290840983E-2,1.328137474E0
3.284380017E1,-1.262343168E0,3.058007658E-1,3.164394200E-2,1.299240440E0
3.285379517E1,-1.229929328E0,2.949380875E-1,2.847497910E-2,1.265118750E0
3.286379017E1,-1.193320990E0,2.810148299E-1,2.891493402E-2,1.226303548E0
3.287378517E1,-1.148368597E0,2.679423392E-1,2.809801325E-2,1.179547807E0
3.288378017E1,-1.097622275E0,2.518714964E-1,2.381058969E-2,1.126401729E0
3.289377517E1,-1.044406652E0,2.348136902E-1,2.194969356E-2,1.070702813E0
3.290377017E1,-9.843369126E-1,2.167034000E-1,2.293293178E-2,1.008169351E0
3.291376617E1,-9.188912511E-1,2.003330439E-1,1.795979775E-2,9.406471252E-1
3.292376117E1,-8.502025008E-1,1.829215735E-1,1.618053950E-2,8.698082572E-1
3.293375617E1,-7.754703164E-1,1.642639041E-1,1.306264661E-2,7.927846331E-1
3.294375117E1,-6.990011334E-1,1.472894549E-1,1.209432166E-2,7.144529661E-1
3.295374617E1,-6.165030599E-1,1.285995245E-1,1.074598823E-2,6.298645384E-1
3.296374117E1,-5.323396921E-1,1.088417917E-1,7.129948121E-3,5.433994107E-1
3.297373617E1,-4.451943934E-1,9.002885967E-2,3.120044479E-3,4.542168845E-1
3.298373117E1,-3.551757932E-1,7.387039810E-2,1.940530492E-3,3.627815395E-1
3.299372617E1,-2.644434869E-1,5.131652951E-2,1.828135923E-3,2.693827872E-1
3.300372117E1,-1.709066331E-1,3.188903630E-2,-6.278312067E-4,1.738573612E-1
3.301371617E1,-7.669401914E-2,1.211575419E-2,-2.800635062E-3,7.769560881E-2
3.302371117E1,1.799494028E-2,-8.287255652E-3,-1.301541575E-3,1.985423110E-2
3.303370617E1,1.133516431E-1,-3.071545437E-2,-3.393094288E-3,1.174884982E-1
3.304370117E1,2.080901265E-1,-5.359307304E-2,-2.798410365E-3,2.148989282E-1
3.305369617E1,3.013433814E-1,-7.572740316E-2,-2.434090013E-3,3.107223808E-1
3.306369117E1,3.949347436E-1,-9.866478294E-2,-2.908234252E-3,4.070830983E-1
3.307368617E1,4.848026037E-1,-1.200716719E-1,-5.224894267E-3,4.994777978E-1
3.308368117E1,5.708711743E-1,-1.381374896E-1,-7.125592325E-3,5.873896814E-1
3.309367617E1,6.550301313E-1,-1.595501900E-1,-9.876766242E-3,6.742538740E-1
3.310367117E1,7.352062464E-1,-1.762982756E-1,-1.228852477E-2,7.561483416E-1
3.311366617E1,8.111615181E-1,-1.943806261E-1,-1.551532932E-2,8.342706765E-1
3.312366217E1,8.824141622E-1,-2.094067186E-1,-1.751403138E-2,9.070902208E-1
3.313365717E1,9.494205713E-1,-2.264917195E-1,-2.040546946E-2,9.762757313E-1
3.314365217E1,1.010011673E0,-2.426363379E-1,-2.314026840E-2,1.039005026E0
3.315364717E1,1.066766858E0,-2.570791245E-1,-2.672201581E-2,1.097631665E0
3.316364217E1,1.117984533E0,-2.692713439E-1,-3.007040732E-2,1.150348079E0
3.317363717E1,1.162392020E0,-2.822256982E-1,-3.055821359E-2,1.196553533E0
3.318363217E1,1.201223016E0,-2.930706143E-1,-3.264986351E-2,1.236888488E0
3.319362717E1,1.233733654E0,-3.043474257E-1,-3.443561867E-2,1.271185233E0
3.320362217E1,1.264061451E0,-3.142059147E-1,-3.565002233E-2,1.303014824E0
3.321361717E1,1.286991835E0,-3.208602369E-1,-3.867306933E-2,1.326949464E0
3.322361217E1,1.302806735E0,-3.281064332E-1,-3.965710849E-2,1.344072880E0
3.323360717E1,1.313485026E0,-3.321611285E-1,-3.870857507E-2,1.355386396E0
3.324360217E1,1.321397781E0,-3.353151381E-1,-3.894266859E-2,1.363834620E0
3.325359717E1,1.320273638E0,-3.376139700E-1,-4.074722528E-2,1.363365691E0
3.326359217E1,1.314779282E0,-3.378981352E-1,-4.000553489E-2,1.358094309E0
3.327358717E1,1.305137038E0,-3.346588612E-1,-3.987735137E-2,1.347950090E0
3.328358217E1,1.287480712E0,-3.312399089E-1,-4.109281674E-2,1.330043263E0
3.329357717E1,1.265574813E0,-3.258588314E-1,-4.019005969E-2,1.307470392E0
3.330357217E1,1.238989592E0,-3.189050555E-1,-3.917592764E-2,1.279972811E0
3.331356717E1,1.207015991E0,-3.095650077E-1,-3.974222392E-2,1.246714699E0
3.332356317E1,1.168318987E0,-2.973951697E-1,-3.953423351E-2,1.206223900E0
3.333355817E1,1.127627373E0,-2.851268649E-1,-3.751244023E-2,1.163721618E0
3.334355317E1,1.081222653E0,-2.724142671E-1,-3.672840819E-2,1.115616841E0
3.335354817E1,1.024958253E0,-2.558992505E-1,-3.352923691E-2,1.056952249E0
3.336354317E1,9.675271511E-1,-2.407266945E-1,-3.383816406E-2,9.975986923E-1
3.337353817E1,9.043440819E-1,-2.218759805E-1,-3.073169477E-2,9.316714046E-1
3.338353317E1,8.370609283E-1,-2.029201388E-1,-2.944751829E-2,8.618089909E-1
3.339352854E1,7.649258375E-1,-1.826771200E-1,-2.621968277E-2,7.868735215E-1
3.340352354E1,6.877580881E-1,-1.623936892E-1,-2.329073660E-2,7.070539983E-1
3.341351854E1,6.087422967E-1,-1.429251283E-1,-1.878949627E-2,6.255779898E-1
3.342351354E1,5.228303075E-1,-1.182770506E-1,-1.627840102E-2,5.362890801E-1
3.343350854E1,4.364969134E-1,-9.912784398E-2,-1.175650116E-2,4.477656756E-1
3.344350354E1,3.457600772E-1,-7.615301758E-2,-9.901342914E-3,3.541854736E-1
3.345349854E1,2.556453645E-1,-5.312989280E-2,-6.903974339E-3,2.611991630E-1
3.346349354E1,1.614802331E-1,-3.011458740E-2,-3.862111829E-3,1.643096770E-1
3.347348854E1,6.878873706E-2,-7.709688507E-3,1.055698958E-4,6.921951161E-2
3.348348354E1,-2.241787128E-2,1.709419489E-2,3.798042890E-3,2.844639839E-2
3.349347854E1,-1.133992150E-1,3.959128633E-2,7.065413520E-3,1.203194581E-1
3.350347354E1,-2.045062184E-1,6.221111491E-2,9.448677301E-3,2.139679735E-1
3.351346854E1,-2.922657728E-1,8.354995400E-2,1.524918806E-2,3.043557368E-1
3.352346354E1,-3.783316612E-1,1.049346030E-1,1.734802686E-2,3.929975456E-1
3.353345854E1,-4.635451436E-1,1.276725829E-1,2.033710293E-2,4.812358947E-1
3.354345354E1,-5.469204783E-1,1.505770981E-1,2.161568590E-2,5.676818739E-1
3.355344954E1,-6.261042356E-1,1.698290706E-1,2.290492505E-2,6.491325463E-1
3.356344454E1,-7.025271058E-1,1.876858324E-1,2.446607128E-2,7.275774149E-1
3.357343954E1,-7.758199573E-1,2.069711834E-1,2.515876852E-2,8.033471482E-1
3.358343454E1,-8.440376520E-1,2.249768227E-1,2.660832740E-2,8.739119703E-1
3.359342954E1,-9.099372029E-1,2.432431579E-1,2.737752348E-2,9.422857719E-1
3.360342454E1,-9.712152481E-1,2.580710948E-1,2.633649483E-2,1.005262831E0
3.361341954E1,-1.027230620E0,2.726118267E-1,2.769836783E-2,1.063149639E0
3.362341454E1,-1.078542590E0,2.844626009E-1,3.037271462E-2,1.115838515E0
3.363340954E1,-1.124256015E0,2.965584397E-1,2.924190462E-2,1.163079354E0
3.364340454E1,-1.163360596E0,3.065775335E-1,3.020010889E-2,1.203457397E0
3.365339954E1,-1.200407624E0,3.156784475E-1,3.329563141E-2,1.241668211E0
3.366339454E1,-1.229222178E0,3.229350150E-1,3.474625573E-2,1.271409254E0
3.367338954E1,-1.254589200E0,3.267496526E-1,3.636646643E-2,1.296951008E0
3.368338454E1,-1.274779201E0,3.301550448E-1,3.518748656E-2,1.317308818E0
3.369337954E1,-1.288383484E0,3.287671208E-1,3.395301476E-2,1.330102488E0
3.370337454E1,-1.298344970E0,3.307919204E-1,3.565051407E-2,1.340296204E0
3.371336954E1,-1.305073500E0,3.298344612E-1,3.424827382E-2,1.346543930E0
3.372336454E1,-1.303367734E0,3.244945407E-1,3.304266185E-2,1.343560931E0
3.373335954E1,-1.297217369E0,3.199536502E-1,3.480663151E-2,1.336545825E0
3.374335454E1,-1.283943057E0,3.132992089E-1,3.082227707E-2,1.321974350E0
3.375334954E1,-1.266797423E0,3.058797717E-1,3.044592030E-2,1.303558630E0
3.376334554E1,-1.242516875E0,2.955765426E-1,2.847358212E-2,1.277507113E0
3.377334054E1,-1.211572886E0,2.843775451E-1,2.871050686E-2,1.244830807E0
3.378333554E1,-1.174346924E0,2.714212537E-1,2.656905912E-2,1.205597822E0
3.379333054E1,-1.130922794E0,2.546998858E-1,2.720982768E-2,1.159568356E0
3.380332554E1,-1.083504438E0,2.409641147E-1,2.558982559E-2,1.110270423E0
3.381332054E1,-1.029780507E0,2.233807594E-1,2.355450951E-2,1.053993203E0
3.382331554E1,-9.689707160E-1,2.054270655E-1,2.081651427E-2,9.907259232E-1
3.383331054E1,-9.064235687E-1,1.880277693E-1,1.981934346E-2,9.259324675E-1
3.384330554E1,-8.364918828E-1,1.703409255E-1,1.729253493E-2,8.538347221E-1
3.385330054E1,-7.647480965E-1,1.549716592E-1,1.468273345E-2,7.804302972E-1
3.386329554E1,-6.886589527E-1,1.367591023E-1,1.192662772E-2,7.022082666E-1
3.387329054E1,-6.109399199E-1,1.211024895E-1,9.037299082E-3,6.228925040E-1
3.388328554E1,-5.306517482E-1,1.054316461E-1,6.994654890E-3,5.410693440E-1
3.389328054E1,-4.452172816E-1,8.741216362E-2,2.971417736E-3,4.537269482E-1
3.390327554E1,-3.585093021E-1,7.126782089E-2,1.856618328E-3,3.655290263E-1
3.391327054E1,-2.691452205E-1,5.204068869E-2,-8.460958488E-4,2.741315357E-1
3.392326554E1,-1.788869500E-1,3.176178038E-2,-2.730282256E-3,1.817052724E-1
3.393326054E1,-8.914535493E-2,1.327376813E-2,-3.423779737E-3,9.019317875E-2
3.394325554E1,5.324960686E-3,-5.890870467E-3,-5.080265924E-3,9.426911638E-3
3.395325054E1,9.726407379E-2,-2.667001076E-2,-5.146972835E-3,1.009855477E-1
3.396324554E1,1.884014308E-1,-4.950235412E-2,-5.319812335E-3,1.948688857E-1
3.397324054E1,2.776888907E-1,-6.860775501E-2,-6.335104350E-3,2.861088562E-1
3.398323554E1,3.693674207E-1,-8.981584013E-2,-7.500770036E-3,3.802044689E-1
3.399323154E1,4.549080729E-1,-1.102749333E-1,-7.078723516E-3,4.681367579E-1
3.400322654E1,5.411210060E-1,-1.297146827E-1,-8.972764015E-3,5.565234519E-1
3.401322154E1,6.214250326E-1,-1.475777924E-1,-9.729473852E-3,6.387823875E-1
3.402321654E1,7.007214427E-1,-1.641194820E-1,-1.033800654E-2,7.197587228E-1
3.403321154E1,7.736497521E-1,-1.811276376E-1,-1.307062339E-2,7.946772938E-1
3.404320654E1,8.451915979E-1,-1.974285841E-1,-1.471805479E-2,8.680688361E-1
3.405320154E1,9.097054005E-1,-2.128283381E-1,-1.524475217E-2,9.343940387E-1
3.406319654E1,9.702233672E-1,-2.300597876E-1,-1.926878840E-2,9.973124758E-1
3.407319154E1,1.027641177E0,-2.427503169E-1,-1.954991184E-2,1.056104306E0
3.408318654E1,1.078725100E0,-2.573897243E-1,-2.448954433E-2,1.109277715E0
3.409318154E1,1.123752475E0,-2.695029676E-1,-2.570959181E-2,1.155903308E0
3.410317654E1,1.165387869E0,-2.801633477E-1,-2.723318525E-2,1.198900343E0
3.411317154E1,1.200557590E0,-2.898571193E-1,-2.898370102E-2,1.235392946E0
3.412316654E1,1.232536554E0,-2.993313074E-1,-3.274887800E-2,1.268786065E0
3.413316154E1,1.254222870E0,-3.076177835E-1,-3.247960284E-2,1.291804410E0
3.414315654E1,1.272671938E0,-3.126149178E-1,-3.552120179E-2,1.310985776E0
3.415315154E1,1.284129500E0,-3.169291914E-1,-3.654608876E-2,1.323166015E0
3.416314654E1,1.290455341E0,-3.212091625E-1,-3.916317597E-2,1.330407482E0
3.417314154E1,1.290435672E0,-3.230121136E-1,-3.893071041E-2,1.330818037E0
3.418313654E1,1.285908103E0,-3.220387399E-1,-4.109612852E-2,1.326256948E0
3.419313154E1,1.274789929E0,-3.187360168E-1,-4.155859724E-2,1.314689746E0
3.420312654E1,1.258957744E0,-3.156174719E-1,-4.296154901E-2,1.298628000E0
3.421312154E1,1.237525582E0,-3.121654391E-1,-4.134481773E-2,1.276959757E0
3.422311754E1,1.212254643E0,-3.059051633E-1,-4.218344763E-2,1.250967119E0
3.423311254E1,1.180799842E0,-2.983984947E-1,-3.865064681E-2,1.218533463E0
3.424310754E1,1.143316984E0,-2.887488008E-1,-4.017397389E-2,1.179899803E0
3.425310254E1,1.101047397E0,-2.774540186E-1,-3.481514752E-2,1.136000967E0
3.426309754E1,1.055899858E0,-2.674655616E-1,-3.373204172E-2,1.089770705E0
3.427309254E1,1.003913760E0,-2.524108291E-1,-3.220694512E-2,1.035659863E0
3.428308754E1,9.486280680E-1,-2.383389473E-1,-2.889557369E-2,9.785374900E-1
3.429308254E1,8.887307048E-1,-2.239397168E-1,-2.731976658E-2,9.169174620E-1
3.430307754E1,8.224073648E-1,-2.049875855E-1,-2.528884076E-2,8.479465251E-1
3.431307254E1,7.532313466E-1,-1.869341880E-1,-2.250031196E-2,7.764071845E-1
3.432306754E1,6.812690496E-1,-1.685439944E-1,-2.024221607E-2,7.020999526E-1
3.433306254E1,6.034505367E-1,-1.495933533E-1,-1.861378923E-2,6.219945295E-1
3.434305754E1,5.218819380E-1,-1.278939098E-1,-1.443662122E-2,5.375183954E-1
3.435305254E1,4.376991093E-1,-1.075429544E-1,-1.044725813E-2,4.508382665E-1
3.436304754E1,3.513373137E-1,-8.370339870E-2,-8.617932908E-3,3.612733531E-1
3.437304254E1,2.623446584E-1,-6.243902817E-2,-5.708346143E-3,2.697330852E-1
3.438303754E1,1.730344743E-1,-4.008658603E-2,-2.531993669E-3,1.776352292E-1
3.439303233E1,8.387713879E-2,-1.634232514E-2,-2.968337503E-4,8.545486594E-2
3.440302733E1,-5.474041216E-3,5.331278779E-3,3.844381776E-3,8.553767117E-3
3.441302233E1,-9.483496100E-2,2.970872074E-2,4.488972016E-3,9.948079606E-2
3.442301733E1,-1.838010699E-1,5.215996876E-2,8.890911005E-3,1.912656371E-1
3.443301233E1,-2.697984278E-1,7.429046184E-2,1.119730901E-2,2.800636430E-1
3.444300733E1,-3.542952240E-1,9.874840081E-2,1.299387775E-2,3.680287940E-1
3.445300233E1,-4.386264980E-1,1.202397570E-1,1.489734184E-2,4.550524527E-1
3.446299833E1,-5.195645094E-1,1.407239884E-1,1.728460006E-2,5.385622320E-1
3.447299333E1,-5.992279649E-1,1.608875692E-1,1.858969592E-2,6.207290396E-1
3.448298833E1,-6.752865314E-1,1.812104285E-1,2.036256157E-2,6.994739115E-1
3.449298333E1,-7.473142743E-1,1.991256922E-1,2.208736539E-2,7.737037661E-1
3.450297833E1,-8.172068000E-1,2.173925787E-1,2.217365056E-2,8.459185292E-1
3.451297333E1,-8.805352449E-1,2.334937900E-1,2.458560281E-2,9.112991383E-1
3.452296833E1,-9.406917691E-1,2.488642335E-1,2.676087245E-2,9.734220850E-1
3.453296333E1,-9.967375398E-1,2.637751698E-1,2.823404968E-2,1.031436001E0
3.454295833E1,-1.046459794E0,2.762704790E-1,2.876934409E-2,1.082696242E0
3.455295333E1,-1.091275573E0,2.890669107E-1,3.191936016E-2,1.129363051E0
3.456294833E1,-1.131104469E0,2.972678542E-1,3.243840858E-2,1.169964849E0
3.457294333E1,-1.165528417E0,3.056706488E-1,3.642751649E-2,1.205494919E0
3.458293833E1,-1.196176887E0,3.103213012E-1,3.819346055E-2,1.236364507E0
3.459293333E1,-1.220497012E0,3.174181581E-1,3.782263771E-2,1.261664692E0
3.460292833E1,-1.238379121E0,3.206573725E-1,3.900934383E-2,1.279814723E0
3.461292333E1,-1.252934217E0,3.229586780E-1,3.820895776E-2,1.294452156E0
3.462291833E1,-1.262716293E0,3.230204582E-1,3.767659515E-2,1.303922613E0
3.463291333E1,-1.266911983E0,3.223546147E-1,3.662254661E-2,1.307791911E0
3.464290833E1,-1.265689611E0,3.202349842E-1,3.499428928E-2,1.306041821E0
3.465290333E1,-1.261663795E0,3.175354004E-1,3.332445398E-2,1.301435661E0
3.466289833E1,-1.249819160E0,3.128224015E-1,3.100990318E-2,1.288746445E0
3.467289333E1,-1.234643579E0,3.059244454E-1,2.926814184E-2,1.272317239E0
3.468288833E1,-1.211448550E0,2.972076535E-1,2.937360294E-2,1.247719034E0
3.469288333E1,-1.181799412E0,2.857755721E-1,2.569757774E-2,1.216132350E0
3.470287833E1,-1.148256421E0,2.750108242E-1,2.518917993E-2,1.180998839E0
3.471287433E1,-1.105786085E0,2.603968680E-1,2.309142798E-2,1.136266962E0
3.472286933E1,-1.059098721E0,2.451617122E-1,2.296705917E-2,1.087346242E0
3.473286433E1,-1.009103894E0,2.300833911E-1,2.054920793E-2,1.035205925E0
3.474285933E1,-9.549842477E-1,2.124830931E-1,1.814863458E-2,9.785056725E-1
3.475285433E1,-8.920441270E-1,1.946442127E-1,1.639498584E-2,9.131800970E-1
3.476284933E1,-8.293842077E-1,1.787720323E-1,1.513024978E-2,8.485673385E-1
3.477284433E1,-7.577387094E-1,1.603400409E-1,1.267675590E-2,7.746209271E-1
3.478283933E1,-6.837707758E-1,1.420071125E-1,1.159817539E-2,6.984575946E-1
3.479283433E1,-6.074317694E-1,1.228375360E-1,1.111509744E-2,6.198273631E-1
3.480282933E1,-5.288216472E-1,1.048604026E-1,8.825045079E-3,5.391900592E-1
3.481282433E1,-4.464235306E-1,8.448662609E-2,7.653702050E-3,4.544122993E-1
3.482281933E1,-3.605714738E-1,6.749831885E-2,7.376999594E-3,3.669090227E-1
3.483281433E1,-2.759392262E-1,4.941574484E-2,3.434648737E-3,2.803500833E-1
3.484280933E1,-1.866391748E-1,2.904841863E-2,1.969909994E-3,1.888964604E-1
3.485280433E1,-9.838087857E-2,9.839817882E-3,9.923373582E-4,9.887671120E-2
3.486279933E1,-8.983614855E-3,-9.598860517E-3,2.778112830E-4,1.314992921E-2
3.487279433E1,8.285339177E-2,-2.916736901E-2,-3.439406632E-3,8.790477496E-2
3.488278933E1,1.725294888E-1,-4.988969117E-2,-4.206130747E-3,1.796471467E-1
3.489278433E1,2.616673708E-1,-6.887006015E-2,-3.285977291E-3,2.705987727E-1
3.490277933E1,3.480171561E-1,-9.134847671E-2,-6.555273663E-3,3.598658872E-1
3.491277433E1,4.318196476E-1,-1.094092354E-1,-9.179819375E-3,4.455590397E-1
3.492276933E1,5.159654021E-1,-1.268617213E-1,-9.502328001E-3,5.314174317E-1
3.493276433E1,5.976747870E-1,-1.455059201E-1,-1.337306947E-2,6.152771431E-1
3.494275933E1,6.728017926E-1,-1.606917977E-1,-1.401595678E-2,6.918674389E-1
3.495275433E1,7.445250750E-1,-1.779506654E-1,-1.474935189E-2,7.656380149E-1
3.496275033E1,8.147597909E-1,-1.934792995E-1,-1.826312765E-2,8.376164385E-1
3.497274533E1,8.790301681E-1,-2.099005580E-1,-2.045642026E-2,9.039749696E-1
3.498274033E1,9.397912621E-1,-2.232120931E-1,-2.274167910E-2,9.662031044E-1
3.499273533E1,9.956902862E-1,-2.376881540E-1,-2.546794526E-2,1.023984092E0
3.500273033E1,1.045174122E0,-2.514148951E-1,-2.622747980E-2,1.075307526E0
3.501272533E1,1.090048552E0,-2.640191019E-1,-2.842283994E-2,1.121926820E0
3.502272033E1,1.132358789E0,-2.750299573E-1,-2.905960195E-2,1.165642469E0
3.503271533E1,1.164753556E0,-2.840003669E-1,-3.064731136E-2,1.199269074E0
3.504271033E1,1.193618417E0,-2.934314311E-1,-3.257410973E-2,1.229588550E0
3.505270533E1,1.218417406E0,-3.022800684E-1,-3.342723846E-2,1.255799186E0
3.506270033E1,1.233691216E0,-3.082878888E-1,-3.285172954E-2,1.272051364E0
3.507269533E1,1.247631907E0,-3.125517964E-1,-3.414517269E-2,1.286638992E0
3.508269033E1,1.255330086E0,-3.149012327E-1,-3.577556089E-2,1.294718619E0
3.509268533E1,1.256279230E0,-3.164324760E-1,-3.625926748E-2,1.296025366E0
